id,date,time,kind,slot,type,sourceFile,titleOrHook,status
2026-05-23-post-01,2026-05-23,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-23/posts.md,42% of non-government funders cap indirect cost allowances at 10% or less — while actual nonprofit overhead runs 25–35%.,pending
2026-05-23-post-02,2026-05-23,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-23/posts.md,Donorbox sends a transaction receipt. That does not mean your donor relationship is tracked.,pending
2026-05-23-post-03,2026-05-23,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-23/posts.md,"The SF-SAC deadline is not 30 days after your fiscal year end. It is 30 days after the auditor's report is issued — or nine months after fiscal year end, whichever comes first.",pending
2026-05-23-post-04,2026-05-23,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-23/posts.md,Your cognizant agency is not the same as your awarding agency. That distinction matters when you are negotiating an indirect cost rate.,pending
2026-05-23-post-05,2026-05-23,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-23/posts.md,Funraise starts at $179/month. GrantPipe starts at $329/month. That price comparison misses the actual question.,pending
2026-05-23-post-06,2026-05-23,12:13,post,6,HOW_TO,linkedin-output/2026-05-23/posts.md,"HUD CoC match requirement: 25% of the total grant, excluding leasing costs, from non-federal resources. That calculation is under 24 CFR 578.73.",pending
2026-05-23-post-07,2026-05-23,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-23/posts.md,A pipeline of $1.2M in grant applications tells you almost nothing useful about what you will actually receive this fiscal year.,pending
2026-05-23-post-08,2026-05-23,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-23/posts.md,Nonprofits spend an average of 30% more staff time on grant reporting than they budget for.,pending
2026-05-23-article,2026-05-23,16:25,article,,ARTICLE,linkedin-output/2026-05-23/article.md,Cash vs. Accrual Accounting for Nonprofit Grants: What Your Books Are Actually Telling the Auditors,pending
2026-05-23-post-09,2026-05-23,17:49,post,9,LIST_POST,linkedin-output/2026-05-23/posts.md,Grant reporting software and grant tracking software are not the same thing. The distinction matters before you buy.,pending
2026-05-23-post-10,2026-05-23,19:13,post,10,HOW_TO,linkedin-output/2026-05-23/posts.md,"New Jersey's CRI-300R audit threshold is $500,000 in gross revenue — but the question is which year's revenue.",pending
2026-05-24-post-01,2026-05-24,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-24/posts.md,79% of nonprofits now run five or more systems beyond their main CRM — up from 62% just one year ago.,pending
2026-05-24-post-02,2026-05-24,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-24/posts.md,VAWA confidentiality is not a best practice. It is a federal prohibition.,pending
2026-05-24-post-03,2026-05-24,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-24/posts.md,Most organizations updated their journal entry practices after FASB ASU 2020-07. Far fewer updated their footnote disclosures.,pending
2026-05-24-post-04,2026-05-24,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-24/posts.md,"""Award period"" and ""period of performance"" mean the same thing. What they authorize is narrower than most people assume.",pending
2026-05-24-post-05,2026-05-24,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-24/posts.md,"Keela's grant module does what it says: tracks a grant name, amount, deadline, and status. That covers the first list of requirements.",pending
2026-05-24-post-06,2026-05-24,12:13,post,6,HOW_TO (Onboarding a Grants Manager),linkedin-output/2026-05-24/posts.md,The grants manager departure takes 3–5 years of institutional knowledge out the door in two weeks.,pending
2026-05-24-post-07,2026-05-24,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-24/posts.md,A funder report that only documents compliance misses the relationship opportunity.,pending
2026-05-24-post-08,2026-05-24,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-24/posts.md,Virtuous is a donor engagement platform. GrantPipe is a grant compliance platform. They are not competing for the same operating problem.,pending
2026-05-24-article,2026-05-24,16:25,article,,ARTICLE,linkedin-output/2026-05-24/article.md,Grant Compliance 101: What Actually Happens After You Win the Grant,pending
2026-05-24-post-09,2026-05-24,17:49,post,9,LIST_POST,linkedin-output/2026-05-24/posts.md,"Six fund accounting platforms, one distinction that matters before evaluating any of them.",pending
2026-05-24-post-10,2026-05-24,19:13,post,10,HOW_TO (Setting Up a New Grant Award),linkedin-output/2026-05-24/posts.md,The setup work done in week one determines how easy or difficult compliance management will be for the entire grant period.,pending
2026-05-25-post-01,2026-05-25,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-25/posts.md,48% of nonprofits are considering switching their CRM within 12 months — up from just 10% the year before.,pending
2026-05-25-post-02,2026-05-25,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-25/posts.md,Virginia gives nonprofits 90 days to file their charitable registration renewal after fiscal year end.,pending
2026-05-25-post-03,2026-05-25,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-25/posts.md,"A Single Audit finding requires a written Corrective Action Plan under 2 CFR 200.511(c). The plan must include five elements: finding reference, the auditee's position (agree or disagree), the specific corrective action, a named responsible party, and a target completion date.",pending
2026-05-25-post-04,2026-05-25,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-25/posts.md,The ACFR — Annual Comprehensive Financial Report — is what state and local governments publish instead of audited financial statements.,pending
2026-05-25-post-05,2026-05-25,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-25/posts.md,CharityEngine does not publish its pricing. All contracts require a demo and custom quote.,pending
2026-05-25-post-06,2026-05-25,12:13,post,6,HOW_TO,linkedin-output/2026-05-25/posts.md,Donor-restricted funds and board-designated funds are not the same category. Treating them as equivalent creates fiduciary exposure that can reach board level.,pending
2026-05-25-post-07,2026-05-25,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-25/posts.md,2 CFR 200.430 requires that salary charges to federal awards be based on records reflecting actual work performed — maintained contemporaneously.,pending
2026-05-25-post-08,2026-05-25,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-25/posts.md,"DonorPerfect is a mature donor CRM. It handles fundraising operations, relationship tracking, and donor reporting well. It rates 4.55/5 across ~1,378 Capterra reviews — a credible score in a crowded field.",pending
2026-05-25-article,2026-05-25,16:25,article,,ARTICLE,linkedin-output/2026-05-25/article.md,How Nonprofits Are Leaving Real Money on the Table: The Indirect Cost Rate Problem,pending
2026-05-25-post-09,2026-05-25,17:49,post,9,LIST_POST,linkedin-output/2026-05-25/posts.md,Five questions that determine whether a nonprofit's software can actually handle both donors and grants:,pending
2026-05-25-post-10,2026-05-25,19:13,post,10,HOW_TO,linkedin-output/2026-05-25/posts.md,"The SEFA cluster-identification error appears in approximately 30% of audited entities with multiple federal programs, according to OMB's Single Audit Quality Study.",pending
2026-05-26-post-01,2026-05-26,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-26/posts.md,"After-school programs receiving 21st CCLC funds face a single audit trigger at $1,000,000 in federal expenditures — raised to $1,000,000 in the 2024 Uniform Guidance revision.",pending
2026-05-26-post-02,2026-05-26,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-26/posts.md,Network for Good never included grant management — before the 2022 Bonterra acquisition or after it.,pending
2026-05-26-post-03,2026-05-26,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-26/posts.md,Releasing restricted net assets at year-end is not an accounting choice — it is an accounting event that requires specific evidence.,pending
2026-05-26-post-04,2026-05-26,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-26/posts.md,"2 CFR Part 200 is not a suggestion. If your organization receives federal awards — directly or through a state pass-through — the Uniform Guidance governs what costs are allowable, how your accounting systems must work, and when you need to be audited.",pending
2026-05-26-post-05,2026-05-26,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-26/posts.md,Sage Intacct's implementation timeline for a mid-sized nonprofit: three to six months with a certified partner. The partner is not optional — this is not a self-service setup.,pending
2026-05-26-post-06,2026-05-26,12:13,post,6,HOW_TO,linkedin-output/2026-05-26/posts.md,33.3% of nonprofits rated their CRM as effective in the Fifty & Fifty 2025 Nonprofit Peer Report. 46.5% called them neutral. 20.1% found them outright ineffective.,pending
2026-05-26-post-07,2026-05-26,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-26/posts.md,"A $50,000 grant is not worth $50,000 after compliance costs. Most finance teams have never added up the actual number.",pending
2026-05-26-post-08,2026-05-26,15:01,post,8,COMPARISON_INSIGHT,linkedin-output/2026-05-26/posts.md,Instrumentl and Foundant GrantHub are not competing tools. They address different phases of the grant lifecycle — and most nonprofits end up buying both.,pending
2026-05-26-article,2026-05-26,16:25,article,,ARTICLE,linkedin-output/2026-05-26/article.md,Grant Compliance for Environmental Nonprofits: What the Uniform Guidance Doesn't Cover,pending
2026-05-26-post-09,2026-05-26,17:49,post,9,LIST_POST,linkedin-output/2026-05-26/posts.md,"The nonprofit software category still has a fragmentation problem in 2026. Most organizations run 3-4 tools because no single platform covers donor management, grant compliance, fundraising, and accounting together.",pending
2026-05-26-post-10,2026-05-26,19:13,post,10,HOW_TO,linkedin-output/2026-05-26/posts.md,The SF-425 Federal Financial Report is required for virtually every federal grant award — and Box 10e is where most errors originate.,pending
2026-05-27-post-01,2026-05-27,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-27/posts.md,"The 21st CCLC single audit threshold rose to $1,000,000 in federal expenditures under the October 2024 Uniform Guidance revision.",pending
2026-05-27-post-02,2026-05-27,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-27/posts.md,QuickBooks Classes do not maintain a fund balance. This matters more than most finance teams realize.,pending
2026-05-27-post-03,2026-05-27,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-27/posts.md,"Under 2 CFR 200.430, payroll charges to federal grants must reflect actual hours worked — not the budgeted percentage. Here is how to run the monthly allocation correctly.",pending
2026-05-27-post-04,2026-05-27,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-27/posts.md,"""Net assets with donor restrictions"" replaced two categories in 2017. Many nonprofits still report it wrong.",pending
2026-05-27-post-05,2026-05-27,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-27/posts.md,Little Green Light starts at $45/month and handles individual donor management well. The breaking point is three or more active grants with actual compliance requirements.,pending
2026-05-27-post-06,2026-05-27,12:13,post,6,HOW_TO,linkedin-output/2026-05-27/posts.md,Grant closeout is not a single event. Federal grants require submission within 120 days of the period-of-performance end date. Here is the sequence that avoids findings.,pending
2026-05-27-post-07,2026-05-27,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-27/posts.md,A grant budget tracking template serves two purposes at once: internal spend-down monitoring and funder financial report preparation.,pending
2026-05-27-post-08,2026-05-27,15:01,post,8,HOW_TO,linkedin-output/2026-05-27/posts.md,A written cost transfer policy is required under 2 CFR 200.302(b)(7). Here is what it must cover and how to build one that survives audit.,pending
2026-05-27-article,2026-05-27,16:25,article,,ARTICLE,linkedin-output/2026-05-27/article.md,21st CCLC Compliance: What After-School Program Leaders Actually Owe the Federal Government,pending
2026-05-27-post-09,2026-05-27,17:49,post,9,LIST_POST,linkedin-output/2026-05-27/posts.md,Five capabilities that separate grant compliance software from grant tracking software:,pending
2026-05-27-post-10,2026-05-27,19:13,post,10,HOW_TO,linkedin-output/2026-05-27/posts.md,FASB ASC 958 governs how every grant-funded U.S. nonprofit presents its financial statements. Here is what ASU 2016-14 requires and where finance teams most often get it wrong.,pending
2026-05-28-post-01,2026-05-28,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-28/posts.md,45% of nonprofits say they spend too little on technology — and 77% cite budget as the reason. The budget is usually available. The argument isn't.,pending
2026-05-28-post-02,2026-05-28,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-28/posts.md,"Massachusetts has approximately 37,000 registered public charities — and their audit threshold is $500,000 in gross support and revenue.",pending
2026-05-28-post-03,2026-05-28,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-28/posts.md,"Under 2 CFR 200.308(e)(4), nonprofits can transfer funds among direct cost categories up to 10% of the total federal award budget without federal prior approval — as long as the change doesn't alter project scope.",pending
2026-05-28-post-04,2026-05-28,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-28/posts.md,A no-cost extension gives you time. That's all it does.,pending
2026-05-28-post-05,2026-05-28,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-28/posts.md,"QuickBooks Classes are a cost-tracking feature, not fund accounting.",pending
2026-05-28-post-06,2026-05-28,12:13,post,6,HOW_TO,linkedin-output/2026-05-28/posts.md,AmeriCorps grantees file two fiscal reports each quarter: the Program Expense Report through eGrants and the SF-425 Federal Financial Report. Both are due 30 days after each quarter closes. Missing either generates delinquency flags that affect future funding decisions.,pending
2026-05-28-post-07,2026-05-28,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-28/posts.md,Personnel costs are typically the largest expenditure on a federal grant. They're also the most commonly questioned in audits.,pending
2026-05-28-post-08,2026-05-28,15:01,post,8,HOW_TO,linkedin-output/2026-05-28/posts.md,"A grant report answers two questions: what did you do, and how did you spend the money?",pending
2026-05-28-article,2026-05-28,16:25,article,,ARTICLE,linkedin-output/2026-05-28/article.md,What to Do When You Find a Misposting on a Closed Federal Grant,pending
2026-05-28-post-09,2026-05-28,17:49,post,9,LIST_POST,linkedin-output/2026-05-28/posts.md,Only 33.3% of nonprofits rate their CRM systems as effective — and the $500K–$10M budget range is where the mismatch is most common.,pending
2026-05-28-post-10,2026-05-28,19:13,post,10,HOW_TO,linkedin-output/2026-05-28/posts.md,"The organizations that migrate from spreadsheets to grant management software on their own terms are the minority. Most move because something went wrong — a missed deadline, an audit finding, a closeout scramble that revealed the spreadsheet didn't contain what everyone thought it did.",pending
2026-05-29-post-01,2026-05-29,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-29/posts.md,79% of nonprofits now run five or more systems beyond their main CRM — up from 62% just one year ago.,pending
2026-05-29-post-02,2026-05-29,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-29/posts.md,"""Free CRM"" for nonprofits means three very different things, and conflating them leads to expensive mistakes.",pending
2026-05-29-post-03,2026-05-29,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-29/posts.md,The SEFA (Schedule of Expenditures of Federal Awards) determines how much of your Single Audit is testing versus procedural.,pending
2026-05-29-post-04,2026-05-29,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-29/posts.md,Grant compliance is not about avoiding doing anything wrong — it is about being able to prove you did everything right.,pending
2026-05-29-post-05,2026-05-29,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-29/posts.md,"Givebutter is a fundraising platform. That is an honest description, not a criticism.",pending
2026-05-29-post-06,2026-05-29,12:13,post,6,HOW_TO,linkedin-output/2026-05-29/posts.md,"Restricted contribution tracking is a continuous practice, not an end-of-year cleanup exercise.",pending
2026-05-29-post-07,2026-05-29,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-29/posts.md,A no-cost extension request gets denied for predictable reasons.,pending
2026-05-29-post-08,2026-05-29,15:01,post,8,HOW_TO,linkedin-output/2026-05-29/posts.md,The compliance obligation for a federal grant begins at award acceptance and does not end at the final report.,pending
2026-05-29-article,2026-05-29,16:25,article,,ARTICLE,linkedin-output/2026-05-29/article.md,What a Grant Report Actually Needs to Say,pending
2026-05-29-post-09,2026-05-29,17:49,post,9,LIST_POST,linkedin-output/2026-05-29/posts.md,Evaluating a nonprofit CRM: five tradeoffs worth writing down before the demo.,pending
2026-05-29-post-10,2026-05-29,19:13,post,10,HOW_TO,linkedin-output/2026-05-29/posts.md,"Food banks receiving USDA TEFAP funds report up through the state distributing agency (SDA), which files Form FNS-667 with USDA Food and Nutrition Service.",pending
2026-05-30-post-01,2026-05-30,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-30/posts.md,The 2024 Uniform Guidance raised the federal de minimis indirect cost rate from 10% to 15% — but 42% of non-government funders still cap indirect reimbursement at 10% or below.,pending
2026-05-30-post-02,2026-05-30,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-30/posts.md,CharityEngine does not publish its pricing — any budget comparison requires completing a full sales cycle before you see a number.,pending
2026-05-30-post-03,2026-05-30,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-30/posts.md,"Under 2 CFR 200.430(i), employees working solely on a single federal award may certify time semi-annually. Employees split across multiple awards — or across an award and non-award duties — must certify more frequently.",pending
2026-05-30-post-04,2026-05-30,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-30/posts.md,"UBTI — Unrelated Business Taxable Income — applies when a tax-exempt organization earns money from a commercial activity that fails all three of these tests: it is a trade or business, it is regularly carried on, and it is not substantially related to the exempt purpose.",pending
2026-05-30-post-05,2026-05-30,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-30/posts.md,"EveryAction (now Bonterra) was built for political campaigns and issue advocacy organizations. Its core capabilities — petition management, email to elected officials, volunteer mobilization at scale — are genuine and well-designed for that use case.",pending
2026-05-30-post-06,2026-05-30,12:13,post,6,HOW_TO,linkedin-output/2026-05-30/posts.md,"Under 2 CFR 200.303, federal grantees must maintain effective internal controls over federal awards. ""Effective"" means written, operational, and demonstrable — not a reference to a general purchasing policy.",pending
2026-05-30-post-07,2026-05-30,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-30/posts.md,"A grant kickoff meeting done in 20 minutes without an agenda is not a kickoff. It is a formality that leaves the program lead, finance staff, and grants manager with different understandings of the same award.",pending
2026-05-30-post-08,2026-05-30,15:01,post,8,HOW_TO,linkedin-output/2026-05-30/posts.md,"A $50,000 grant is not $50,000 for your mission. After compliance costs, it is closer to $40,000.",pending
2026-05-30-article,2026-05-30,16:25,article,,ARTICLE,linkedin-output/2026-05-30/article.md,Time-and-Effort Certification: The Monthly Control That Makes Payroll Auditable,pending
2026-05-30-post-09,2026-05-30,17:49,post,9,LIST_POST,linkedin-output/2026-05-30/posts.md,"Five nonprofit CRMs, rated on the factor that most reviews skip: grant compliance.",pending
2026-05-30-post-10,2026-05-30,19:13,post,10,HOW_TO,linkedin-output/2026-05-30/posts.md,"Federal grant draws are compliance events, not routine cash transfers. Each one must be supported by actual expenditures in the accounting system, reconciled monthly, and documented with enough detail that an auditor can trace every dollar from the draw request to the underlying expense.",pending
2026-05-31-post-01,2026-05-31,05:13,post,1,STAT_BOMB,linkedin-output/2026-05-31/posts.md,"Massachusetts's $500,000 audit threshold is lower than the federal $1,000,000 Single Audit threshold — and most nonprofits do not realize that gap until they get a deficiency notice.",pending
2026-05-31-post-02,2026-05-31,06:37,post,2,MYTH_BUSTER,linkedin-output/2026-05-31/posts.md,"""Grant management software"" means two completely different things depending on which side of the transaction you are on.",pending
2026-05-31-post-03,2026-05-31,08:01,post,3,WORKFLOW_STEP,linkedin-output/2026-05-31/posts.md,A Single Audit finding is not a disaster. Responding to one without a Corrective Action Plan is.,pending
2026-05-31-post-04,2026-05-31,09:25,post,4,TERM_EXPLAINED,linkedin-output/2026-05-31/posts.md,Every nonprofit expense has two labels. Most finance teams only track one.,pending
2026-05-31-post-05,2026-05-31,10:49,post,5,TOOL_TEARDOWN,linkedin-output/2026-05-31/posts.md,"Fluxx does not publish pricing. Foundation disclosures and public 990s place contracts between $25,000 and $100,000 annually — and that is before implementation.",pending
2026-05-31-post-06,2026-05-31,12:13,post,6,HOW_TO,linkedin-output/2026-05-31/posts.md,The evidence that survives a Single Audit is not created in the weeks before the auditor arrives. It is created throughout the year.,pending
2026-05-31-post-07,2026-05-31,13:37,post,7,FREE_RESOURCE,linkedin-output/2026-05-31/posts.md,"CRM licensing is only 5-15% of total cost. The rest shows up in implementation, training, data migration, ongoing administration, and integrations.",pending
2026-05-31-post-08,2026-05-31,15:01,post,8,HOW_TO,linkedin-output/2026-05-31/posts.md,"Pennsylvania's BCO-10 charitable registration has a deadline that most nonprofits get wrong: 315 days after fiscal year end, not the end of the calendar year.",pending
2026-05-31-article,2026-05-31,16:25,article,,ARTICLE,linkedin-output/2026-05-31/article.md,The Two-System Tax: Why Nonprofit Finance Teams Pay It Every Month and How to Stop,pending
2026-05-31-post-09,2026-05-31,17:49,post,9,LIST_POST,linkedin-output/2026-05-31/posts.md,"Five affordable donor management platforms, compared on what actually matters for mid-sized nonprofits:",pending
2026-05-31-post-10,2026-05-31,19:13,post,10,HOW_TO,linkedin-output/2026-05-31/posts.md,A grant compliance calendar that only tracks report due dates is a reporting calendar. Those are not the same thing.,pending
