date,slot,type,post_text,hashtags,source_file,has_cta
2026-05-15,4,TERM_EXPLAINED,"MTDC is not total direct costs. That distinction costs organizations money on federal awards every year.↵↵Modified Total Direct Costs, defined at 2 CFR 200.1, is the cost base you multiply by your indirect cost rate — whether that is the 15% de minimis rate or a negotiated NICRA. It begins with total direct costs and removes eight mandatory categories before the rate is applied.↵↵The exclusions: equipment at or above your capitalization threshold (generally $5,000), capital expenditures, patient care charges, tuition remission, rental costs for off-site facilities, scholarships and fellowships, participant support costs, and sub-award amounts above the first $25,000 per subcontract.↵↵That last one is where organizations consistently leave recovery on the table or overclaim. If a grant includes a $75,000 sub-award, only $25,000 of it counts toward MTDC. The remaining $50,000 is excluded. Applying the indirect rate to the full $75,000 overclaims indirect costs and produces an audit finding.↵↵The GAO reports that approximately 30% of single audits identify at least one cost-claim finding. Indirect cost base errors are among the most frequently cited categories.↵↵2 CFR 200.414(f) specifies MTDC as the base for the 15% de minimis rate. Applying 15% to total direct costs is wrong and it is a routine finding.",#grantcompliance #federalgrants #indirectcosts #uniformguidance,apps/site/src/content/glossary/modified-total-direct-costs-mtdc.md,no
2026-05-15,5,TOOL_TEARDOWN,"Virtuous is a well-designed fundraising CRM. The responsive fundraising model — segmenting outreach based on giving behavior signals — is thoughtful. Major gift pipeline and donor cultivation automation are genuine strengths.↵↵The limitation is specific: Virtuous has almost no post-award grant compliance story.↵↵Restricted fund accounting is not a product capability. Budget vs. actual tracking against grant line items is not available. There is no funder-facing financial report generation, no spend-down monitoring, no federal compliance documentation.↵↵The pattern this creates is predictable: an organization buys Virtuous because the fundraising capabilities are strong, then wins a federal workforce development grant or a series of restricted foundation awards. The development team's ""grant tracking"" workflow — pipeline stages, proposal status, relationship notes — becomes the finance team's ""grant compliance"" problem. Those are not the same workflow, and Virtuous handles one of them.↵↵The finance director needs budget vs. actual by line item. The auditor wants restricted fund balances and release-from-restriction documentation. None of that is in Virtuous.↵↵The honest evaluation question before any CRM selection: what does your annual compliance workload actually look like? If the answer involves multiple funder financial reports and any federal reporting, that question needs a direct answer from the vendor — not a demo of the donor interface.",#nonprofitcrm #grantcompliance #restrictedFunds #nonprofitfinance,apps/site/src/content/alternatives/virtuous-alternative-grant-compliance-needs.md,no
2026-05-15,6,VERTICAL_HOOK,"A $300,000 animal rescue managing six simultaneous grants is doing compliance work built for a development staff it cannot afford.↵↵ASPCA awarded more than $10 million to animal welfare organizations in 2022. PetSmart Charities granted more than $60 million in fiscal year 2023. Each of those grants carries different outcome metrics — animals placed, spay/neuter counts, adoption rates, length-of-stay data — in addition to financial expenditure reports.↵↵Standard fund accounting software tracks money. It does not track animals placed or procedures completed. Organizations managing ASPCA and PetSmart Charities grants simultaneously are managing two different outcome reporting frameworks with different metrics, different terminology, and different report formats.↵↵Restricted fund tracking across 4–6 small grants in the $5,000–$50,000 range requires knowing exactly how much of each award has been spent, how much remains, and whether current expenditures are coded correctly. When a spay/neuter clinic draws supplies from inventory, that cost must hit the right grant, not a general operating account.↵↵Organizations that pool restricted funds — even unintentionally — create audit exposure and risk losing renewal eligibility with major funders.↵↵The institutional knowledge problem compounds this when the staff member who understood the grant coding leaves.",#animalrescue #nonprofitcompliance #grantmanagement #restrictedFunds,apps/site/src/content/vertical-pages/animal-rescue.md,no
2026-05-15,7,FREE_RESOURCE,"A CRM demo is designed to impress. A structured evaluation framework is designed to compare.↵↵The difference is what happens after the demo: one outcome is a gut feeling about which sales rep made the best presentation, the other is a weighted score across eight categories tied to what your organization actually needs.↵↵The eight categories worth scoring before any vendor decision: donor management, grant tracking, reporting and analytics, integrations, implementation cost, ongoing cost, learning curve, and consultant dependency.↵↵Grant tracking deserves its own weight — not as a subcategory of donor management. If a vendor says ""you can track grants in a custom module"" or ""our customers use a workaround,"" the platform does not actually support grants. A workaround is not a feature.↵↵The consultant dependency question is often the most revealing: ask every vendor what your team will need their consulting staff for after go-live. If the answer is anything more than ""you won't,"" the product costs more than the monthly subscription implies — every year.↵↵For organizations with heavy grant activity, the Grant Tracking weight in the scorecard should be increased from the default 15% before any vendor evaluation begins.↵↵The free Nonprofit CRM Evaluation Scorecard is available at grantpipe.com — a PDF scoring framework ready to take into a demo.",#nonprofitcrm #softwareevaluation #nonprofittechnology #grantmanagement,apps/site/src/content/lead-magnets/nonprofit-crm-evaluation-scorecard.md,no
2026-05-15,8,COMPARISON_INSIGHT,"AmpliFund costs $10,000–$30,000 per year. Fluxx costs $15,000–$50,000 per year. Neither was built for a mid-sized nonprofit.↵↵AmpliFund is a serious enterprise grant management platform with deep federal compliance capabilities — designed for government agencies managing pass-through programs and large nonprofits at significant scale. The pricing reflects that. Implementation typically takes 3–6 months and requires formal support and IT involvement.↵↵Fluxx is a grantmaker tool. Foundations use it to manage their grant programs. Nonprofits encounter it as applicants when a foundation opens a portal. It is not a tool a nonprofit licenses to manage its own compliance workflow.↵↵Both platforms appear in ""grant management software"" search results. Both generate evaluation time from organizations they were never designed to serve.↵↵The mid-sized nonprofit gap is real: enterprise grant platforms are priced above what $500K–$10M organizations can justify. Lightweight tools may lack federal reporting depth. Spreadsheets carry the operational risk that grows with portfolio complexity.↵↵65% of the grant compliance software market by organization count sits in the mid-sized segment, according to TechImpact's 2025 Nonprofit Technology Report. Enterprise implementation timelines average 4.5 months before full adoption.↵↵The right evaluation question is not whether AmpliFund or Fluxx covers your compliance needs. It is whether your operating model fits their design intent.",#grantmanagement #nonprofitfinance #grantsoftware #nonprofittechnology,apps/site/src/content/comparisons/amplifund-vs-fluxx.md,no
2026-05-15,9,LIST_POST,"Five things worth knowing before evaluating grant management software:↵↵Most software in this category was built for grantmakers, not grantseeker nonprofits. Submittable, Fluxx, and similar platforms manage the process of reviewing applications and awarding grants — from the funder's side. Nonprofits that receive grants need post-award tools, not grantmaker portals.↵↵Pre-award tools (Instrumentl, Foundant GrantHub, ZoomGrants) cover grant discovery, application tracking, and deadline management. They do not cover what happens after the award: restricted fund balances, expenditure documentation, funder-specific financial reports, or audit preparation.↵↵Salesforce with grant management configuration is not a low-cost option. Implementation runs $30,000–$100,000 before the first user logs in. The discounted license through TechSoup does not change the implementation cost.↵↵The accounting integration question is non-negotiable. If gift records in the CRM do not flow to the accounting system without manual reentry, someone is doing double data entry at 2,000+ transactions per year. That is an error source and a time cost that compounds.↵↵Spreadsheets are the default post-award compliance tool at most nonprofits — and the primary reason compliance failures occur. There is no audit trail for expenditure changes, no version control, and the institutional knowledge lives in the spreadsheet owner's head.↵↵The relevant shortlisting question is not feature count. It is whether the system covers the handoff between development, finance, and executive reporting without requiring another spreadsheet layer.",#grantmanagement #nonprofitsoftware #grantcompliance #nonprofitfinance,apps/site/src/content/listicles/best-grant-management-software.md,no
2026-05-15,10,HOW_TO,"Processing a nonprofit donor refund involves eight distinct steps. Here is how to do it without creating tax problems for the donor or compliance problems for the organization.↵↵Step 1: Confirm the request in writing and verify the original gift details — amount, date, fund designation, payment method.↵↵Step 2: Determine whether the refund crosses a tax year. A December gift refunded in January affects the donor's prior-year return. Document this before anything else.↵↵Step 3: Refund through the original payment method. Credit card to the same card. ACH to the originating account. Retain the transaction confirmation as primary documentation.↵↵Step 4: Void or revise the tax acknowledgment. Under IRS Publication 1771, the original letter must be corrected. Issue a revised letter stating the original amount, refund amount and date, and net contribution. For cross-year refunds, explicitly note that the donor should consult their tax advisor.↵↵Step 5: Book the general ledger reversal — credit cash, debit contribution revenue — dated as of the actual refund date, not the original gift date.↵↵Step 6: Update the CRM record. An unaddressed refund inflates giving totals and corrupts LYBUNT/SYBUNT metrics.↵↵Step 7: Address restricted fund implications. If the gift was restricted and program costs were already incurred, the fund may have a deficit. Management decides how to cover it. Do not leave a restricted fund with a negative balance.↵↵Step 8: Assess Form 990 impact. Same-year refunds reduce Part VIII gross contributions. Cross-year refunds reduce net assets in the year processed.↵↵GrantPipe connects the donor CRM record to the gift accounting record so a refund updates both simultaneously and the tax acknowledgment status auto-flags. Try it at grantpipe.com.",#donormanagement #nonprofitfinance #Form990 #grantcompliance,apps/site/src/content/guides/virginia-charitable-registration-guide.md,yes
2026-05-16,1,STAT_BOMB,"HUD awarded approximately $3.3 billion in CDBG formula funds in FY2024, and most of that money passed through nonprofit subrecipients who are now responsible for proving how it was spent.↵↵Every CDBG-funded activity must meet a national objective under 24 CFR 570.208: LMI benefit, prevention of slums and blight, or urgent need. LMI benefit is the one most organizations rely on, and it requires documented income data on the beneficiary population.↵↵Documenting LMI benefit is the most common CDBG finding. An activity claimed under limited clientele without verified income data or evidence the group is categorically low-income can void the expenditure entirely.↵↵The organization does not just lose the grant. It can be required to repay funds already spent.↵↵HUD OIG audits of nonprofit subrecipients consistently surface the same gaps: income eligibility documentation failures, environmental review sequencing errors, and HMIS data quality problems.↵↵Most of these findings are preventable with the right documentation systems in place before the audit, not assembled during it.↵↵GrantPipe tracks restricted funds, grant reporting calendars, and activity documentation for HUD CPD programs. See how it holds up at grantpipe.com.",#hudcompliance #cdbg #nonprofitfinance #grantcompliance,apps/site/src/content/guides/affordable-housing-hud-cpd-compliance-guide.md,yes
2026-05-16,2,MYTH_BUSTER,"A donor's verbal commitment is not a pledge. It is a prospect record until someone papers it.↵↵Under FASB ASC 958-605, a pledge is an unconditional promise to give — legally enforceable, with documentary evidence. Signed pledge card, countersigned letter, or grant agreement. Without that, many auditors require the item be treated as intent rather than pledge.↵↵The distinction has real accounting consequences. An unconditional pledge is recognized as contribution revenue and receivable when the promise is made, not when the cash arrives.↵↵A conditional pledge — one with a donor-imposed barrier like a matching requirement or milestone — stays off the balance sheet entirely until the barrier is substantially met. ASU 2018-08 sharpened exactly how specific that barrier must be.↵↵Multi-year pledges add another layer: ASC 958-605 requires discounting to present value for pledges collectible beyond one year. A $100,000 pledge payable over five years at a 4% discount rate is recorded at roughly $89,000 today.↵↵Skipping the present-value step overstates receivables and distorts financial statements. Missing the conditional classification delays revenue and creates disclosure burden.↵↵What pledge-tracking errors are most common in your audit experience?",#nonprofitaccounting #fasbasc958 #pledgetracking #developmentdirector,apps/site/src/content/workflows/track-donor-pledges-vs-payments.md,no
2026-05-16,3,WORKFLOW_STEP,"The 15% de minimis indirect cost rate under 2 CFR 200.414(f) requires no proposal, no cognizant agency, and no annual renewal.↵↵For organizations whose actual indirect rate falls in the 8-12% range and whose federal funding is under $1-2M annually, the administrative savings usually outweigh any marginal recovery gain from negotiating a full NICRA.↵↵The math changes above roughly 13-15%. On $2M of Modified Total Direct Costs, a 15% NICRA recovers $300K vs. $200K under de minimis — a $100K annual difference. That gap usually pays for the 40-80 hour first-time proposal effort within two years.↵↵To negotiate a NICRA: identify your cognizant agency (typically HHS Division of Cost Allocation for most nonprofits), define the cost pool and allocation base, reconcile every number to your audited financials, and submit a proposal package that includes audited financials, IRS Form 990, personnel time allocation evidence, and a Certificate of Indirect Costs.↵↵The cognizant agency will not negotiate off numbers that do not tie to the audit. Unreconciled proposals are returned immediately.↵↵Rate type choice matters too. Fixed-with-carryforward is the sweet spot for most mid-sized organizations: variances roll into the next period instead of requiring retroactive adjustment.↵↵The 2024 revision to 2 CFR 200.414(f) extended de minimis eligibility significantly. Run the math before committing to the proposal path.",#indirectcosts #nicra #uniformguidance #federalgrants,apps/site/src/content/workflows/negotiate-indirect-cost-rate-nicra.md,no
2026-05-16,4,TERM_EXPLAINED,"Time and effort certification is the documentation that connects salary charges to actual work performed on federal grants — and it is the most frequently missing documentation in federal grant audits.↵↵Under 2 CFR 200.430, charges to federal awards for salaries must be based on records that accurately reflect the work performed. The key word is 'contemporaneous' — records prepared at or near the time the work is done, not reconstructed months later.↵↵Two tracks exist. Employees working solely on a single federal program may use semi-annual certifications. Employees whose time is split across multiple activities — a mix of grants, federal and non-federal work — must complete Personnel Activity Reports at least monthly.↵↵Auditors examine the dates on T&E records carefully. A batch of monthly certifications for an entire year, all signed on the same day in June, is retroactive. It does not matter how accurately the person believes they are reflecting actual effort — the standard is not met.↵↵Missing T&E records for federally charged salaries produce questioned costs. Questioned costs that cannot be supported become disallowed costs requiring repayment.↵↵Salary is typically the largest budget line on any grant. Without T&E documentation, the whole line is at risk.",#timeandeffort #grantcompliance #uniformguidance #nonprofitaudit,apps/site/src/content/glossary/time-and-effort-certification.md,no
2026-05-16,5,TOOL_TEARDOWN,"Neon CRM does not publish pricing. Every quote requires a demo cycle before you can put a number in a board-approved budget.↵↵The base platform covers donor management, fundraising pages, and email marketing. Events management, membership tracking, and advanced analytics are separate add-ons — each an additional line item on the contract.↵↵For nonprofits with active grant portfolios: comprehensive grant lifecycle management, restricted fund tracking, and compliance documentation are not standard features. Organizations managing foundation or government grants with expenditure reporting requirements typically need custom configuration or a separate grant tool on top of what the base CRM provides.↵↵The module-by-module billing structure means a mid-sized nonprofit managing donors, running events, and handling membership renewals assembles a meaningfully different contract than the base platform suggests. Request an itemized quote for your specific module list.↵↵What does your current toolchain actually cost when you add up every piece?",#nonprofitsoftware #neoncrm #donormanagement #grantmanagement,apps/site/src/content/pricing-breakdowns/neon-crm-pricing.md,no
2026-05-16,6,VERTICAL_HOOK,"Disability services organizations receiving HHS ACL grants, IDEA flow-through funding, and Medicaid waiver reimbursements are running three different compliance systems on the same staff and the same participants.↵↵The Administration for Community Living administers over $2.5 billion in grants annually. ACL grant compliance follows 2 CFR 200 Uniform Guidance plus ACL program-specific requirements. Each participant must be documented as meeting program eligibility criteria before grant funds are spent on their behalf.↵↵IDEA flow-through adds a nested layer: federal IDEA requirements, state implementation requirements, and local education agency program requirements. Part C and Part B have different documentation standards.↵↵The Medicaid coexistence creates a specific compliance risk: the same costs cannot be claimed to both Medicaid billing and a federal grant. Cost allocation documentation — time records, allocation methodology, reconciliation between Medicaid billing and grant expenditure records — is not optional.↵↵DOL disability employment grants add outcome tracking that extends months past the service period: employment status at placement, wage rate, and retention at the 2nd and 4th quarters post-placement.↵↵Multi-funder federal compliance is a daily operational requirement for disability services organizations, not an annual audit exercise.",#disabilityservices #grantcompliance #hudacl #nonprofitfinance,apps/site/src/content/vertical-pages/disability-services.md,no
2026-05-16,7,FREE_RESOURCE,"ASU 2016-14 eliminated temporarily restricted and permanently restricted net asset categories in 2018. Many nonprofit accounting systems, funder reports, and staff still use the old terminology.↵↵The current GAAP framework under FASB ASC 958 uses two classifications: net assets with donor restrictions and net assets without donor restrictions. Board-designated funds belong in the second category regardless of how internal they feel — an internal designation is not a donor restriction.↵↵The most expensive misapplication: treating reimbursement-basis government grants as restricted revenue and recognizing the full award amount when it is received. Reimbursement-basis grants typically contain conditions under ASU 2018-08 — revenue is recognized as expenses are incurred, not at award.↵↵Five audit findings related to ASC 958 appear repeatedly: restricted net assets not supported by a fund-level sub-ledger, premature revenue recognition on conditional grants, board-designated funds misclassified as donor-restricted, functional expense allocation undocumented, and underwater endowments not disclosed.↵↵The FASB ASC 958 Quick Reference covers net asset classification, contribution recognition rules, the conditions vs. restrictions test, and an annual close checklist. Free download at grantpipe.com/free/fasb-asc-958-quick-reference.",#fasbasc958 #nonprofitaccounting #restrictedFunds #grantcompliance,apps/site/src/content/lead-magnets/fasb-asc-958-quick-reference.md,no
2026-05-16,8,COMPARISON_INSIGHT,"Blackbaud Raiser's Edge NXT and Financial Edge NXT are two products with two licenses that must integrate. For most mid-sized nonprofits, that two-product structure is the most important thing to understand before evaluating either one.↵↵Finance uses Financial Edge NXT. Development uses Raiser's Edge NXT. When the development director needs the current restricted fund balance and the finance director needs the cultivation history, each is asking for data in the other person's system.↵↵RE NXT typically runs $30,000-$100,000 per year in the mid-market range. Financial Edge NXT is a separate license. Combined cost for both products commonly exceeds $60,000-$200,000 per year before implementation — which typically requires a Blackbaud-certified partner at $20,000-$60,000.↵↵For a $2M nonprofit, that combined cost is 3-10% of total revenue before the system is operational.↵↵Large institutions where Blackbaud is the organizational standard have valid reasons to maintain it. The question for mid-sized organizations is whether the capability that comes with that cost is actually used.",#blackbaud #nonprofitcrm #grantmanagement #nonprofitfinance,apps/site/src/content/comparisons/grantpipe-vs-blackbaud-finance-development.md,no
2026-05-16,9,LIST_POST,"Six donor management platforms, evaluated against the question most comparisons ignore: does this tool handle grant compliance, or does your team still need a separate system for that?↵↵Bloomerang ($125/mo): strong donor retention analytics, no grant lifecycle management, no restricted fund tracking.↵↵DonorPerfect ($99/mo): large user community, basic grant tracking fields, no compliance automation or audit trail on grant records.↵↵Little Green Light ($39/mo): entry-level, accessible for small organizations, no grant management features.↵↵Salesforce Nonprofit ($60/user/month before implementation): the most flexible platform, the highest total cost of ownership. Implementation typically runs $30,000-$100,000 for mid-sized organizations.↵↵Keela ($99/mo): modern interface, built-in email marketing, limited grant management, no restricted fund compliance automation.↵↵GrantPipe ($329/mo): donor CRM, restricted fund tracking, grant compliance, and compliance reporting in one system.↵↵The platforms with serious grant compliance capability in this group: two. The rest store grant records as data you can look up, not as a system that produces audit-ready reports.↵↵What is your team's current setup for grant compliance?",#donormanagement #nonprofitsoftware #grantmanagement #nonprofitcrm,apps/site/src/content/listicles/donor-management-software-comparison.md,no
2026-05-16,10,HOW_TO,"The sector average nonprofit retains fewer than half its donors each year. New donor retention is worse: 19-26% in the first year. Here is the step-by-step that actually moves the number.↵↵Step 1: Calculate your current retention rate. Retained donors divided by total prior-period donors, times 100. If you do not know this number, start here.↵↵Step 2: Acknowledge within 48 hours. Donors who receive a personal thank-you referencing the specific program their gift supports retain at materially higher rates than those receiving a generic receipt.↵↵Step 3: Segment by LYBUNT and SYBUNT. LYBUNT (Last Year But Unfortunately Not This Year) is your primary re-engagement list. SYBUNT requires a different message — what has changed, what they may have missed.↵↵Step 4: Report impact at least once per year. 'Your support helped fund the 87 families who received emergency rental assistance through our HUD grant' is a retention message. A generic year-in-review is not.↵↵Step 5: Convert one-time donors to recurring gifts. Monthly programs typically retain 80-90% of participants vs. the 43-46% sector average. The ask should come soon after the first gift.↵↵Step 6: Cultivate major gift prospects deliberately. The top 20% of donors by gift size typically generate 80% of revenue. Mass communications without segmentation accelerate lapse at the mid-level.↵↵GrantPipe connects donor records to grant-funded program outcomes so development staff can generate impact reports without manually reconciling two systems. The Growth tier at $539/month includes LYBUNT/SYBUNT segmentation and acknowledgment tracking built in.",#donorretention #nonprofitfundraising #donormanagement #grantpipe,apps/site/src/content/guides/donor-retention-strategies.md,yes
2026-05-17,1,STAT_BOMB,"The IRS processed approximately 42,000 Forms 990-T from 501(c)(3) organizations in fiscal year 2023 — and most of those filings became harder the moment the 2017 Tax Cuts and Jobs Act took effect.↵↵The TCJA silo rule under IRC Section 512(a)(6) ended loss netting across unrelated activities. A nonprofit with a $50,000 parking lot profit and a $40,000 bookstore loss now pays 21% tax on the full $50,000 — the bookstore loss stays in its own silo.↵↵Before 2018, those activities could offset each other. That option is gone.↵↵The $1,000 gross income threshold for filing applies per silo, not in aggregate. An organization with two unrelated activities can hit the filing threshold twice — even if the net across both is zero.↵↵Pre-TCJA net operating loss carryforwards remain available as aggregate offsets. Post-TCJA NOLs are silo-specific. Tracking which bucket a carryforward lives in is essential to getting the 990-T right.↵↵State filing obligations typically follow the federal trigger — California at 8.84%, New York at 7.25%, each with their own modification rules.↵↵GrantPipe tracks revenue by activity type, which is the same categorization your CPA needs to run the silo analysis. If your organization generates parking, advertising, or affinity program income, that conversation should happen before year-end.",#nonprofittax #form990t #ubitax #grantcompliance,apps/site/src/content/guides/form-990-t-unrelated-business-income.md,yes
2026-05-17,2,MYTH_BUSTER,"A common misconception: the restricted funds dashboard is a finance tool.↵↵It is not. It is a management tool — and the people who need it most are Executive Directors, not accountants.↵↵Finance already knows the balances. The problem is that information stays inside the accounting system, translated into reports that require context to interpret.↵↵An ED needs four things in one view: total restricted fund balances by grant, active risk flags (low burn rate, over-budget lines), upcoming reporting deadlines, and funds approaching expiration with remaining balances.↵↵A grant with $40,000 remaining and 45 days left in the award period needs roughly $27,000 per month in spend. If the current burn rate is $8,000 per month, that gap is visible — and actionable — if the dashboard shows it.↵↵Board-designated funds belong in the unrestricted net asset class under FASB ASC 958, not in the restricted fund summary. A common dashboard error is including board designations alongside donor-restricted funds, which overstates the restricted balance and misleads the ED.↵↵The weekly update takes fifteen minutes for a finance staff member who is already maintaining the fund records. The cost of an inaccurate dashboard — an expiring grant found too late — is considerably higher.↵↵What does your current system show an ED about restricted fund health at a glance?",#restrictedFunds #nonprofitfinance #grantmanagement #fundaccounting,apps/site/src/content/guides/how-to-design-a-restricted-funds-executive-dashboard.md,no
2026-05-17,3,WORKFLOW_STEP,"Pledge write-offs are one of the most commonly misbooked entries in nonprofit accounting.↵↵Under FASB ASC 958, an uncollectible pledge is not a bad debt expense. The correct entry debits the allowance for uncollectible pledges and credits the pledge receivable — no income statement expense.↵↵The instinct coming from for-profit accounting is to book bad debt expense. That instinct is wrong here, and auditors test for it.↵↵Where things go further wrong: organizations that recorded pledges with a zero allowance have nowhere to put the write-off except contribution revenue — a direct reduction to the top line that should have been anticipated at pledge recognition.↵↵Multi-year pledges carry an additional step. When a pledge discounted to present value is written off, the unamortized discount on that portion must also be eliminated. Leaving the discount in place after the receivable is removed overstates the contra-asset.↵↵Approval documentation must exist before the journal entry is posted — not added after the fact. Auditors look for the collectibility assessment, the signed approval, and the journal entry in a single file.↵↵Under FASB ASC 958-605, unconditional pledges must be recorded when the promise is made. The allowance estimated at that moment is the organization's first defense against a write-off hitting revenue.↵↵When did your organization last review the adequacy of its pledge allowance relative to the current aging?",#nonprofitaccounting #FASBASC958 #pledgemanagement #donormanagement,apps/site/src/content/workflows/pledge-write-off.md,no
2026-05-17,4,TERM_EXPLAINED,"A restricted fund holds money the organization legally cannot spend in any way it chooses.↵↵The distinction between holding assets and controlling them is the foundation of fund accounting. A $100,000 restricted grant increases the bank balance. It does not increase freely available resources — the money is obligated before it arrives.↵↵Under FASB ASC 958, restricted funds fall into three categories. Purpose restrictions limit spending to a specific program or activity. Time restrictions make funds unavailable until a future date — the unpaid installments of a multi-year pledge are a time-restricted asset. Perpetual restrictions require the principal to be held indefinitely; only investment income may be spent.↵↵FASB ASU 2016-14, effective for fiscal years beginning after December 15, 2017, consolidated the prior three-class system into two: net assets with donor restrictions and net assets without donor restrictions. All three restriction types now appear in a single balance sheet class, with footnote disclosure about the composition.↵↵Board-designated funds are a frequent source of misclassification. A board designation sits within net assets without donor restrictions — the board can rescind it at the next meeting. Confusing a board designation with a donor restriction overstates restricted net assets. Auditors test for this directly.↵↵The restriction releases when the donor's conditions are satisfied and documented. For purpose restrictions, that happens as qualifying expenditures are incurred. Without documentation, the release is an assertion.",#restrictedFunds #fundaccounting #FASBASC958 #nonprofitfinance,apps/site/src/content/glossary/restricted-fund.md,no
2026-05-17,5,TOOL_TEARDOWN,"Keela starts at $99/month and has a clean interface. For nonprofits focused on individual giving, it is a capable platform.↵↵The gap shows up when you manage grants alongside donors.↵↵Keela's grant tracking records award amounts and deadlines. It does not model the post-award lifecycle: restricted fund allocation to specific programs, expenditure tracking against those pools, or compliance documentation tied to funder requirements.↵↵For a nonprofit where grants represent 30–40% of revenue, that gap forces fragmentation: donor CRM in Keela, grant compliance in spreadsheets, manual reconciliation every month.↵↵The Omatic 2025 Nonprofit Integration Report found that nearly half of nonprofits are considering switching CRMs in the next 12 months — driven primarily by feature gaps, not cost. The most common trigger is operational fragmentation, where staff can still enter data but cannot get from transaction to funder report without rebuilding context in another tool.↵↵The question before switching is whether the replacement actually closes the gap. A lower price or cleaner interface at the same level of compliance depth is not an upgrade for grant-funded organizations — it is a lateral move.↵↵Three reports to identify before any demo: what does your team produce every month, what restricted-fund detail does leadership actually review, and what workflows break when one staff member is out?",#nonprofitCRM #grantmanagement #donormanagement #nonprofitsoftware,apps/site/src/content/alternatives/keela-alternative.md,no
2026-05-17,6,VERTICAL_HOOK,"Legal aid organizations receiving LSC funding operate under two simultaneous compliance frameworks — and they do not map cleanly onto each other.↵↵The financial layer: 2 CFR 200 Uniform Guidance applies because LSC is a federal funder. Single audit requirements, allowable cost documentation, time-and-effort certifications, and procurement standards apply in full.↵↵The programmatic layer: 45 CFR Part 1600-1644 adds LSC-specific requirements on top. Restrictions on case types, client eligibility verification, outcome definitions, and use of funds rules that go beyond standard federal grant compliance.↵↵LSC's 2017 Performance Criteria require grantees to maintain systems capable of producing case outcome data, client demographic information in aggregate, financial expenditure data by cost category, and case type allocations — all reconciled to the grant budget semi-annually.↵↵IOLTA funds add a third requirement: trust accounting rules under state bar regulations require separate account maintenance and reporting demonstrating allowable use — a legal authority distinct from both federal grant compliance and donor restriction law.↵↵The compliance failures that show up in LSC audits are consistent: client eligibility documentation gaps, financial reporting reconciliation errors, and case-type allocation discrepancies. Each is a documentation problem, not a practice problem.↵↵Organizations managing LSC, IOLTA, OVW, and foundation grants simultaneously are running four different reporting frameworks with four different regulatory bodies.",#legalaid #LSCgrants #grantcompliance #nonprofitcompliance,apps/site/src/content/vertical-pages/legal-aid-organizations.md,no
2026-05-17,7,FREE_RESOURCE,"The math on donor retention is straightforward and frequently ignored.↵↵A nonprofit with 2,000 donors and a 40% retention rate loses 1,200 donors every year. Moving from 40% to 50% retention keeps 200 more donors — at a modest $150 average gift, that is $30,000 in revenue that did not require a new acquisition.↵↵For organizations in the $500K–$10M budget range, retention is where growth actually comes from.↵↵First-time donor retention runs 20–25% at most organizations. That single segment has more improvement leverage than almost anything else in a development program — and the highest-leverage intervention is acknowledgment timing.↵↵The 48-hour window after a first gift is when the donor's connection to the cause is strongest. An automated email receipt is table stakes. A personal acknowledgment within 48 hours for gifts of $100 or more sets the tone for the entire relationship.↵↵Recurring donors deserve a different treatment. A donor giving $25 per month is worth $300 per year and typically retains for three to five years with good stewardship — a $900–$1,500 lifetime value donor. Failed payment monitoring, separate from the monthly acknowledgment rhythm, is the most commonly missed step.↵↵The full Donor Retention Playbook covers acknowledgment timing, recurring donor stewardship, lapsed donor reactivation, segmentation by giving level, and how to calculate and report retention rates to the board. Free download at grantpipe.com.",#donorretention #nonprofitfundraising #donorstewardship #development,apps/site/src/content/lead-magnets/donor-retention-playbook.md,no
2026-05-17,8,COMPARISON_INSIGHT,"Only 33.3% of nonprofits rate their CRM as effective, according to the Fifty & Fifty 2025 Nonprofit Peer Report. 20.1% call it outright ineffective.↵↵That number is not about the software. It is about the gap between what CRMs were built to do and what organizations actually need to operate.↵↵Bloomerang starts at $125/month with published pricing and a genuine differentiator: a donor retention dashboard that surfaces at-risk relationships before they go quiet. For organizations where retention analytics is the strategic priority, that feature set earns its price.↵↵DonorPerfect does not publish pricing — a sales call is required to get any number. The Pro tier supports up to 100 scheduled reports, which matters for organizations with complex reporting needs across board, funder, and finance audiences. Basic grant deadline management is included; post-award compliance is not.↵↵Neither platform covers restricted fund accounting at the level federal grants require. An organization managing three active federal awards alongside its donor base will need a separate compliance system regardless of which CRM it chooses — or it will run those functions in spreadsheets alongside the CRM.↵↵The useful question before a CRM decision is not which platform has a better feature list. It is: what does this platform require after purchase to become trustworthy for board packets, funder updates, and month-end reporting?↵↵A platform that answers that question without additional tooling, consulting setup, or manual exports is solving a different problem than one that does not.",#nonprofitCRM #bloomerang #donorperfect #grantcompliance,apps/site/src/content/comparisons/bloomerang-vs-donorperfect.md,no
