id,groupId,platform,integrationId,date,local_date,slot_label,content
"grantpipe-2026-252-2026-07-09-midday-x","grantpipe-2026-252-2026-07-09-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-09T18:15:00.000Z","2026-07-09","midday","Keep grant status simple. Show open task. Show owner. Name the next owner."
"grantpipe-2026-252-2026-07-09-late-x","grantpipe-2026-252-2026-07-09-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-09T22:35:00.000Z","2026-07-09","late","Close the loop on board view. Save fund balance near next deadline."
"grantpipe-2026-252-2026-07-09-morning-threads","grantpipe-2026-252-2026-07-09-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-09T13:45:00.000Z","2026-07-09","morning","Small grant check: risk note. Match missing proof to next check. Then name the grant owner."
"grantpipe-2026-252-2026-07-09-midday-threads","grantpipe-2026-252-2026-07-09-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-09T18:15:00.000Z","2026-07-09","midday","For grant status, keep the file plain. Show open task. Show owner. Name the next step."
"grantpipe-2026-252-2026-07-09-late-threads","grantpipe-2026-252-2026-07-09-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-09T22:35:00.000Z","2026-07-09","late","Before the day ends, check board view. Put fund balance next to next deadline."
"grantpipe-2026-252-2026-07-10-morning-linkedin","grantpipe-2026-252-2026-07-10-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-10T13:45:00.000Z","2026-07-10","morning","audit trail check.

Match source row to approval note. Name the reviewer.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-10-midday-linkedin","grantpipe-2026-252-2026-07-10-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-10T18:15:00.000Z","2026-07-10","midday","Keep donor limit plain.

Show gift purpose. Show release note.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-10-late-linkedin","grantpipe-2026-252-2026-07-10-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-10T22:35:00.000Z","2026-07-10","late","End the day with report packet.

Save number source near file proof.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-10-morning-x","grantpipe-2026-252-2026-07-10-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-10T13:45:00.000Z","2026-07-10","morning","audit trail check: match source row to approval note. Name the reviewer."
"grantpipe-2026-252-2026-07-10-midday-x","grantpipe-2026-252-2026-07-10-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-10T18:15:00.000Z","2026-07-10","midday","Keep donor limit simple. Show gift purpose. Show release note. Name the next owner."
"grantpipe-2026-252-2026-07-10-late-x","grantpipe-2026-252-2026-07-10-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-10T22:35:00.000Z","2026-07-10","late","Close the loop on report packet. Save number source near file proof."
"grantpipe-2026-252-2026-07-10-morning-threads","grantpipe-2026-252-2026-07-10-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-10T13:45:00.000Z","2026-07-10","morning","Small grant check: audit trail. Match source row to approval note. Then name the reviewer."
"grantpipe-2026-252-2026-07-10-midday-threads","grantpipe-2026-252-2026-07-10-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-10T18:15:00.000Z","2026-07-10","midday","For donor limit, keep the file plain. Show gift purpose. Show release note. Name the next step."
"grantpipe-2026-252-2026-07-10-late-threads","grantpipe-2026-252-2026-07-10-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-10T22:35:00.000Z","2026-07-10","late","Before the day ends, check report packet. Put number source next to file proof."
"grantpipe-2026-252-2026-07-11-morning-linkedin","grantpipe-2026-252-2026-07-11-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-11T13:45:00.000Z","2026-07-11","morning","handoff note check.

Match team owner to next date. Name the team.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-11-midday-linkedin","grantpipe-2026-252-2026-07-11-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-11T18:15:00.000Z","2026-07-11","midday","Keep source check plain.

Show one number. Show one file.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-11-late-linkedin","grantpipe-2026-252-2026-07-11-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-11T22:35:00.000Z","2026-07-11","late","End the day with grant record.

Save award fact near report fact.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-11-morning-x","grantpipe-2026-252-2026-07-11-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-11T13:45:00.000Z","2026-07-11","morning","handoff note check: match team owner to next date. Name the team."
"grantpipe-2026-252-2026-07-11-midday-x","grantpipe-2026-252-2026-07-11-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-11T18:15:00.000Z","2026-07-11","midday","Keep source check simple. Show one number. Show one file. Name the next owner."
"grantpipe-2026-252-2026-07-11-late-x","grantpipe-2026-252-2026-07-11-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-11T22:35:00.000Z","2026-07-11","late","Close the loop on grant record. Save award fact near report fact."
"grantpipe-2026-252-2026-07-11-morning-threads","grantpipe-2026-252-2026-07-11-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-11T13:45:00.000Z","2026-07-11","morning","Small grant check: handoff note. Match team owner to next date. Then name the team."
"grantpipe-2026-252-2026-07-11-midday-threads","grantpipe-2026-252-2026-07-11-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-11T18:15:00.000Z","2026-07-11","midday","For source check, keep the file plain. Show one number. Show one file. Name the next step."
"grantpipe-2026-252-2026-07-11-late-threads","grantpipe-2026-252-2026-07-11-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-11T22:35:00.000Z","2026-07-11","late","Before the day ends, check grant record. Put award fact next to report fact."
"grantpipe-2026-252-2026-07-12-morning-linkedin","grantpipe-2026-252-2026-07-12-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-12T13:45:00.000Z","2026-07-12","morning","board memo check.

Match changed item to ask needed. Name the ED.

If it breaks, write the next step."
"grantpipe-2026-252-2026-07-12-midday-linkedin","grantpipe-2026-252-2026-07-12-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-12T18:15:00.000Z","2026-07-12","midday","Keep cash timing plain.

Show bill date. Show paid date.

Then name who owns the next step."
"grantpipe-2026-252-2026-07-12-late-linkedin","grantpipe-2026-252-2026-07-12-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-07-12T22:35:00.000Z","2026-07-12","late","End the day with closeout list.

Save last cost near last report.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-07-12-morning-x","grantpipe-2026-252-2026-07-12-morning","x","cmq5aut9y0087mv0yt9otastk","2026-07-12T13:45:00.000Z","2026-07-12","morning","board memo check: match changed item to ask needed. Name the ED."
"grantpipe-2026-252-2026-07-12-midday-x","grantpipe-2026-252-2026-07-12-midday","x","cmq5aut9y0087mv0yt9otastk","2026-07-12T18:15:00.000Z","2026-07-12","midday","Keep cash timing simple. Show bill date. Show paid date. Name the next owner."
"grantpipe-2026-252-2026-07-12-late-x","grantpipe-2026-252-2026-07-12-late","x","cmq5aut9y0087mv0yt9otastk","2026-07-12T22:35:00.000Z","2026-07-12","late","Close the loop on closeout list. Save last cost near last report."
"grantpipe-2026-252-2026-07-12-morning-threads","grantpipe-2026-252-2026-07-12-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-07-12T13:45:00.000Z","2026-07-12","morning","Small grant check: board memo. Match changed item to ask needed. Then name the ED."
"grantpipe-2026-252-2026-07-12-midday-threads","grantpipe-2026-252-2026-07-12-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-07-12T18:15:00.000Z","2026-07-12","midday","For cash timing, keep the file plain. Show bill date. Show paid date. Name the next step."
"grantpipe-2026-252-2026-07-12-late-threads","grantpipe-2026-252-2026-07-12-late","threads","cmq5b15k300k4qp0yypplg57c","2026-07-12T22:35:00.000Z","2026-07-12","late","Before the day ends, check closeout list. Put last cost next to last report."
