post_id,scheduled_at_et,scheduled_at_utc,timezone,platform,account,type,integration_id,settings_json,pillar,hook_code,length_code,cta_type,cta_url,claim_sources,export_pattern,humanizer_status,review_status,source_file,post_body
2026-06-06_10-30_sat-06,2026-06-06 10:30,2026-06-06T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,K,s,lead_magnet,https://grantpipe.com/free/cost-allocation-plan-worksheet,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/allowable-costs-federal-grants.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-06_10-30_sat-06.txt,"The Cost Allocation Plan Worksheet is for shared costs that touch more than one grant or program.

It helps document the basis for splitting costs, the cost categories involved, and the review trail Finance will need later.

Free download, no email required: https://grantpipe.com/free/cost-allocation-plan-worksheet"
2026-06-06_11-15_sat-07,2026-06-06 11:15,2026-06-06T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,shared drive evidence trail,passed,passed,content/social/linkedin/2026-W23/2026-06-06_11-15_sat-07.txt,"Shared drives are not the problem.

Unlabeled shared drives are.

If the grant folder has final reports, draft reports, receipts, screenshots, award terms, and board approvals in the same pile, search becomes the control.

Search is not a control.

Naming and structure are."
2026-06-06_12-00_sat-08,2026-06-06 12:00,2026-06-06T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-tracker-guide.md,period of performance,passed,passed,content/social/linkedin/2026-W23/2026-06-06_12-00_sat-08.txt,"Period of performance is a spending boundary.

Costs before the start date or after the end date are generally not chargeable to the award unless the award terms or agency approval allow it.

That date range should be visible anywhere staff review spending, not buried in the notice of award."
2026-06-06_12-45_sat-09,2026-06-06 12:45,2026-06-06T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/fasb-asc-958-nonprofit-reporting.md,FASB ASC 958 definition,passed,passed,content/social/linkedin/2026-W23/2026-06-06_12-45_sat-09.txt,"FASB ASC 958 uses two net asset classes:

With donor restrictions.
Without donor restrictions.

The hard work is not memorizing the names.

The hard work is keeping each restriction tied to purpose, time, release, and balance so the financial statements have support behind the totals."
2026-06-06_13-30_sat-10,2026-06-06 13:30,2026-06-06T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-write-donor-thank-you-letter.md,donor stewardship rhythm,passed,passed,content/social/linkedin/2026-W23/2026-06-06_13-30_sat-10.txt,"Donor thank-you cleanup is operational work.

A gift acknowledgement should match the donor, amount, date, restriction, and receipt language.

When those details are clean, stewardship gets easier and Finance has fewer year-end questions about restricted gifts."
2026-06-06_14-30_sat-11,2026-06-06 14:30,2026-06-06T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,K,s,lead_magnet,https://grantpipe.com/free/grant-reporting-deadlines-tracker,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/grant-reporting-calendar-template.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-06_14-30_sat-11.txt,"The Grant Reporting Deadlines Tracker is for keeping report dates out of inbox memory.

Use it for due dates, internal draft dates, owner, report type, data needed, submission portal, and confirmation notes.

Free download, no email required: https://grantpipe.com/free/grant-reporting-deadlines-tracker"
2026-06-06_15-30_sat-12,2026-06-06 15:30,2026-06-06T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/development-operations-infrastructure.md,Development to Finance handoff,passed,passed,content/social/linkedin/2026-W23/2026-06-06_15-30_sat-12.txt,"The Development to Finance handoff should include the promise, not just the payment.

What did the proposal say would happen?
What restriction came with the award?
What reporting proof will be needed?
What budget lines did leadership approve?

Finance cannot code what it cannot see."
2026-06-06_16-30_sat-13,2026-06-06 16:30,2026-06-06T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md,builder product decision,passed,passed,content/social/linkedin/2026-W23/2026-06-06_16-30_sat-13.txt,"We kept grants and funds separate because accounting reality is separate.

One grant can fund more than one restricted fund.
One fund can relate to more than one grant.

That many-to-many shape is the point.

If the data model flattens it, the team has to unflatten it later in spreadsheets."
2026-06-06_18-30_sat-14,2026-06-06 18:30,2026-06-06T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/restricted-fund-month-end-close-checklist.md,weekend maintenance,passed,passed,content/social/linkedin/2026-W23/2026-06-06_18-30_sat-14.txt,"Sunday gets easier when Saturday leaves a short list.

Reports due.
Documents missing.
Awards off pace.
Restricted balances to explain.
Decisions needed.

Do not write a novel. Write the list that lets Monday start with ownership."
2026-06-06_20-30_sat-15,2026-06-06 20:30,2026-06-07T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/uniform-guidance-2-cfr-200-practical-guide.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,quick check compliance artifact,passed,passed,content/social/linkedin/2026-W23/2026-06-06_20-30_sat-15.txt,"Quick retention check:

For federal grants, 2 CFR 200.334 sets a minimum record retention period of three years from the final expenditure report submission date.

Do not count from the award end date.

The final report date starts the clock."
2026-06-07_06-45_sun-01,2026-06-07 06:45,2026-06-07T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,Sunday prep,passed,passed,content/social/linkedin/2026-W23/2026-06-07_06-45_sun-01.txt,"Sunday prep for a grant-heavy week:

Pick the one question leadership is most likely to ask tomorrow.

What is due?
What is restricted?
What is late?
What changed?
What needs approval?

Answer that before opening the full work queue."
2026-06-07_07-30_sun-02,2026-06-07 07:30,2026-06-07T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,audit binder checklist,passed,passed,content/social/linkedin/2026-W23/2026-06-07_07-30_sun-02.txt,"The audit binder is not the audit.

The binder is a retrieval system.

It should help a reviewer move from grant agreement to spending support to report submission without depending on staff memory.

If the binder only proves that files exist, it is not doing enough."
2026-06-07_08-15_sun-03,2026-06-07 08:15,2026-06-07T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/fasb-asc-958-nonprofit-reporting.md,restricted fund release schedule,passed,passed,content/social/linkedin/2026-W23/2026-06-07_08-15_sun-03.txt,"Net asset releases need a review trail.

Before releasing restricted funds, confirm:

- which restriction was satisfied
- what evidence supports that satisfaction
- what amount is being released
- which period the release belongs to
- who reviewed it

The release should be explainable months later."
2026-06-07_09-00_sun-04,2026-06-07 09:00,2026-06-07T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md,CRM handles grants myth,passed,passed,content/social/linkedin/2026-W23/2026-06-07_09-00_sun-04.txt,"""Our CRM handles grants"" can be true for pipeline tracking and false for compliance.

The test is simple:

Can it track restrictions, evidence, reporting dates, fund releases, grant spend, reimbursement status, and audit access next to the award?

If not, it handles part of the grant."
2026-06-07_09-45_sun-05,2026-06-07 09:45,2026-06-07T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,L,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,board packet utility,passed,passed,content/social/linkedin/2026-W23/2026-06-07_09-45_sun-05.txt,"Board week readiness checklist:

1. Active grants by funder
2. Restricted balances by purpose
3. Awards ahead or behind spend pace
4. Reports due before the next meeting
5. Document gaps worth leadership attention
6. Decisions the board can actually make

Cut anything that belongs in the staff workbench.

The board needs the governing view."
2026-06-07_10-30_sun-06,2026-06-07 10:30,2026-06-07T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/how-to-prepare-an-sf-425-step-by-step.md,SF-425 quick check,passed,passed,content/social/linkedin/2026-W23/2026-06-07_10-30_sun-06.txt,"SF-425 line 10f should match the general ledger.

It is cumulative federal expenditures for the full period of performance to date.

Before submission, reconcile the amount to the grant-specific ledger report and prior SF-425 totals.

That small check prevents a hard cleanup later."
2026-06-07_11-15_sun-07,2026-06-07 11:15,2026-06-07T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,K,s,lead_magnet,https://grantpipe.com/free/auditor-evidence-checklist,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-07_11-15_sun-07.txt,"The Auditor Evidence Checklist is for the request list that arrives with too many folders open.

It organizes award documents, financial support, personnel records, program evidence, procurement files, subrecipient records, and retention notes.

Free download, no email required: https://grantpipe.com/free/auditor-evidence-checklist"
2026-06-07_12-00_sun-08,2026-06-07 12:00,2026-06-07T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/donor-retention-strategies.md,donor stewardship rhythm,passed,passed,content/social/linkedin/2026-W23/2026-06-07_12-00_sun-08.txt,"Lapsed donor work starts with clean segmentation.

Who gave last year but not this year?
Who gave to a restricted fund?
Who gave through a family foundation or DAF?
Who needs a stewardship note before an ask?

The first draft of the list matters more than the cleverness of the appeal."
2026-06-07_12-45_sun-09,2026-06-07 12:45,2026-06-07T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/development-operations-infrastructure.md,Development to Finance handoff,passed,passed,content/social/linkedin/2026-W23/2026-06-07_12-45_sun-09.txt,"A shared grant record should reduce translation.

Development should not need to translate funder language into a separate finance tracker.

Finance should not need to translate ledger codes back into a separate grant tracker.

The record should carry both meanings from the start."
2026-06-07_13-30_sun-10,2026-06-07 13:30,2026-06-07T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/fasb-asc-958-nonprofit-reporting.md,ASC 958 liquidity,passed,passed,content/social/linkedin/2026-W23/2026-06-07_13-30_sun-10.txt,"Restricted cash can look comforting and still be unavailable.

The liquidity question is not ""how much cash do we have?""

It is ""how much cash is available for general use within the next year after donor restrictions and board designations are considered?""

ASC 958 makes that distinction matter."
2026-06-07_14-30_sun-11,2026-06-07 14:30,2026-06-07T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/nonprofit-board-grant-reporting-dashboard.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W23/2026-06-07_14-30_sun-11.txt,"An Executive Director dashboard should have fewer numbers than the finance workpaper.

That is not dumbing it down.

It is choosing the management view:

- grant exposure
- restricted balance
- pacing risk
- reports due
- decisions needed

The detail should be available, not pasted into the board view."
2026-06-07_15-30_sun-12,2026-06-07 15:30,2026-06-07T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,K,s,lead_magnet,https://grantpipe.com/free/board-fundraising-toolkit,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/constants/lead-magnets.ts; packages/shared/src/knowledge/marketing/content/guides/board-fundraising-give-or-get-policy.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W23/2026-06-07_15-30_sun-12.txt,"The Board Fundraising Toolkit is for making board fundraising expectations concrete.

It includes give-or-get policy language, board role framing, and practical prompts for introductions and follow-up.

Useful when the board wants to help but needs clearer lanes.

Free download, no email required: https://grantpipe.com/free/board-fundraising-toolkit"
2026-06-07_16-30_sun-13,2026-06-07 16:30,2026-06-07T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing.md; .agents/product-marketing-context.md,builder honesty,passed,passed,content/social/linkedin/2026-W23/2026-06-07_16-30_sun-13.txt,"We will not dress up GrantPipe's early stage.

No invented quotes.
No customer names without permission.
No public metrics used as theater.

Early products should be judged by what they do, what they cost, and whether the builder is honest about the stage of the company."
2026-06-07_18-30_sun-14,2026-06-07 18:30,2026-06-07T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-reporting-calendar-template.md,Sunday prep,passed,passed,content/social/linkedin/2026-W23/2026-06-07_18-30_sun-14.txt,"Before Monday starts, label the next grant deadline.

Draft due.
Internal finance review.
Executive signoff.
Portal submission.
Funder due date.

If the calendar only says ""report due,"" someone still has to translate it under pressure."
2026-06-07_20-30_sun-15,2026-06-07 20:30,2026-06-08T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,docs/social/linkedin/june-2026-campaign/strategy.md; docs/social/linkedin/june-2026-campaign/writer-brief.md; docs/social/linkedin/WRITER-BRIEF.md; packages/shared/src/knowledge/marketing/content/guides/grant-documentation-checklist-audit-ready.md,quick check compliance artifact,passed,passed,content/social/linkedin/2026-W23/2026-06-07_20-30_sun-15.txt,"Quick Sunday audit tab check:

Open one active award.

Can you find the agreement, latest budget, last report, support for the last claimed expense, and the next due date in under five minutes?

If not, Monday has a filing task."
2026-06-08_06-45_mon-01,2026-06-08 06:45,2026-06-08T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,writer-brief; product-context,quick check artifact post,passed,passed,content/social/linkedin/2026-W24/2026-06-08_06-45_mon-01.txt,"Quick check:

Can every active grant answer these four questions today?

- Award amount
- Period of performance
- Next report due
- Evidence folder location

If one answer lives in the CRM, one in accounting, one in a spreadsheet, and one in someone's inbox, Monday starts with reconciliation instead of management."
2026-06-08_07-30_mon-02,2026-06-08 07:30,2026-06-08T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,m,none,,how-to-reconcile-donor-crm-with-restricted-grant-funds.md,donor CRM to general ledger reconciliation,passed,passed,content/social/linkedin/2026-W24/2026-06-08_07-30_mon-02.txt,"The donor CRM and the grant ledger can describe the same funder in different languages.

Development sees Foundation X as a relationship, proposal, award letter, and pledge.

Finance sees a receipt, restriction, fund code, release schedule, and reporting obligation.

Neither view is wrong.

The risk starts when they do not meet.

A monthly reconciliation should match:

- funder name
- award amount
- cash received to date
- restriction classification
- grant status
- source document

The source document matters most. If the grant agreement says restricted, the CRM tag should not say unrestricted general support."
2026-06-08_08-15_mon-03,2026-06-08 08:15,2026-06-08T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,s,none,,nonprofit-board-grant-reporting-dashboard.md; how-to-present-grant-financials-at-a-board-meeting.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W24/2026-06-08_08-15_mon-03.txt,"Board week gets easier when the grant page answers the board's real question:

Are we on track, and where do we need to pay attention?

That means active award amount, percent spent, percent of time elapsed, restricted balance, next report due, and any open compliance issue.

Not every transaction."
2026-06-08_09-00_mon-04,2026-06-08 09:00,2026-06-08T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,C,m,lead_magnet,https://grantpipe.com/resources/audit-prep-week-by-week-checklist,nonprofit-audit-evidence-binder.md; writer-brief,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-08_09-00_mon-04.txt,"Audit prep should not start with a shared drive search.

The useful binder starts with the PBC list, then maps every request to a named file, owner, and source record.

The GrantPipe Audit Prep Week-by-Week Checklist breaks the work into a calmer sequence:

- 90 days before fieldwork
- 60 days before fieldwork
- 30 days before fieldwork
- fieldwork week

Free download, no email required: grantpipe.com/resources/audit-prep-week-by-week-checklist."
2026-06-08_09-45_mon-05,2026-06-08 09:45,2026-06-08T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,N,m,none,,nonprofit-audit-evidence-binder.md,audit binder checklist,passed,passed,content/social/linkedin/2026-W24/2026-06-08_09-45_mon-05.txt,"Six things that belong in the grant audit binder before fieldwork starts:

1. Notice of award and amendments
2. Grant ledger report
3. SF-425 or funder financial reports already submitted
4. Budget vs. actual summary
5. Time and effort records for grant-funded staff
6. Procurement records for major purchases

That list is not glamorous. It is the difference between ""here is the support"" and ""we think that file is in a folder somewhere.""

The binder is not a performance.

It is a map from every claim in the grant file to the document that supports it."
2026-06-08_10-30_mon-06,2026-06-08 10:30,2026-06-08T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,m,none,,sf-425-federal-financial-report.md,SF-425 cash drawn vs general ledger quick check,passed,passed,content/social/linkedin/2026-W24/2026-06-08_10-30_mon-06.txt,"SF-425 line 10e deserves more respect than it gets.

That line is the federal share of expenditures. On a final SF-425, it is cumulative from the start of the award through the end of the period of performance.

Before submission, compare it to the grant-specific general ledger.

If the form and the ledger do not match, do not explain it later.

Find the variance before the report goes out.

That is the cleaner audit trail."
2026-06-08_11-15_mon-07,2026-06-08 11:15,2026-06-08T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,m,none,,fasb-asc-958-nonprofit-reporting.md,restricted fund definition,passed,passed,content/social/linkedin/2026-W24/2026-06-08_11-15_mon-07.txt,"Release from restriction is not new revenue.

Under FASB ASC 958, a release moves donor-restricted net assets into without-donor-restrictions when the purpose or time restriction has been met.

That distinction matters in board reporting.

A $100,000 grant can be real, restricted, and unavailable for general operations at the same time.

The schedule should show what was received, what remains restricted, what was released, and what condition triggered the release."
2026-06-08_12-00_mon-08,2026-06-08 12:00,2026-06-08T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,m,none,,product-context; .agents/product-marketing-context.md,donor plus grant unification,passed,passed,content/social/linkedin/2026-W24/2026-06-08_12-00_mon-08.txt,"""One record"" is not the same as ""one login.""

A team can buy five tools with single sign-on and still have five competing versions of the grant story.

The harder question is data shape:

Does the award connect to the fund?

Does the fund connect to spend-down?

Does spend-down connect to the report?

Does the report connect to evidence?

That is the operating problem GrantPipe is built around."
2026-06-08_12-45_mon-09,2026-06-08 12:45,2026-06-08T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,C,m,none,,allowable-costs-federal-grants.md; uniform-guidance-2-cfr-200-practical-guide.md,source-heavy compliance post,passed,passed,content/social/linkedin/2026-W24/2026-06-08_12-45_mon-09.txt,"Allowable is not enough.

For a federal grant cost to survive 2 CFR 200 review, it also has to be allocable, reasonable, consistently treated, and adequately documented.

The allocable part is where messy work hides.

If rent, payroll, software, or supplies benefit multiple programs, the split needs a documented basis.

Convenience is not a cost allocation method.

Time worked, square footage, headcount, or another reasonable basis is much easier to defend."
2026-06-08_13-30_mon-10,2026-06-08 13:30,2026-06-08T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,m,none,,nonprofit-board-grant-reporting-dashboard.md; how-to-present-grant-financials-at-a-board-meeting.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W24/2026-06-08_13-30_mon-10.txt,"Executive Directors do not need a 30-row transaction dump in the board packet.

They need the grant portfolio view:

- active awards
- restricted balances
- budget spent vs. time elapsed
- next reporting dates
- open compliance concerns
- renewals or gaps in the next 12 months

The board can govern from that.

Staff can keep the transaction detail where it belongs."
2026-06-08_14-30_mon-11,2026-06-08 14:30,2026-06-08T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,D,m,lead_magnet,https://grantpipe.com/resources/donor-to-grant-reconciliation-template,how-to-reconcile-donor-crm-with-restricted-grant-funds.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-08_14-30_mon-11.txt,"Donor-to-grant reconciliation is boring until the numbers disagree in public.

The template should answer:

- What did Development enter?
- What did Finance record?
- What does the award document say?
- Is the amount pledged, awarded, received, or released?
- Who changed the record after review?

GrantPipe has a Donor-to-Grant Reconciliation Template for teams cleaning up CRM, fund, and grant records before board or audit season.

Free download, no email required: grantpipe.com/resources/donor-to-grant-reconciliation-template."
2026-06-08_15-30_mon-12,2026-06-08 15:30,2026-06-08T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,S,s,none,,how-to-reconcile-donor-crm-with-restricted-grant-funds.md,donor CRM to general ledger reconciliation,passed,passed,content/social/linkedin/2026-W24/2026-06-08_15-30_mon-12.txt,"The phrase ""the CRM says $75,000, but the ledger says $50,000"" is not a finance argument.

It is a timing question.

Award amount, pledged amount, and received-to-date amount are different fields.

When they share one field, the reconciliation meeting becomes detective work."
2026-06-08_16-30_mon-13,2026-06-08 16:30,2026-06-08T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,m,none,,.agents/product-marketing-context.md; docs/social/linkedin/WRITER-BRIEF.md,build-in-public product decision,passed,passed,content/social/linkedin/2026-W24/2026-06-08_16-30_mon-13.txt,"We model grants and funds as separate records in GrantPipe.

That choice is slower to build, but it matches the work.

One grant can fund several restricted funds.

One fund can support work tied to several awards.

A donor restriction can outlive a reporting deadline.

An award can close while the financial statement still needs the right restriction history.

For grant-funded nonprofits, flattening that into one ""grant"" object makes the early screen simpler and the later audit trail worse."
